resume_text,job_description,match_score
"Qa Engineer with 3 years of experience. Proficient in junit, api testing, selenium, pytest, automation. Also skilled in quality assurance. Built multiple projects and worked in agile environment. Strong teamwork skills.","QA Engineer position. Looking for 3+ years of experience. Required skills: junit, pytest, cypress, testing, api testing, quality assurance. Must have strong leadership abilities. Remote work. Competitive salary and benefits.",83.24
"Qa Engineer with 7 years of experience. Proficient in cypress, selenium, api testing, pytest, quality assurance. Built multiple projects and worked in agile environment. Strong problem-solving skills.","QA Engineer position. Looking for 2+ years of experience. Required skills: pytest, testing, cypress, api testing, quality assurance. Must have strong analytical abilities. Remote work. Competitive salary and benefits.",93.56
"Qa Engineer with 7 years of experience. Proficient in junit, automation, selenium, pytest, quality assurance. Built multiple projects and worked in startup environment. Strong communication skills.","QA Engineer position. Looking for 4+ years of experience. Required skills: api testing, automation, junit, pytest, testing. Must have strong leadership abilities. Remote work. Competitive salary and benefits.",69.2
"Backend with 6 years of experience. Proficient in microservices, mongodb, node.js, java, sql. Also skilled in python, rest api, postgresql. Built multiple projects and worked in enterprise environment. Strong problem-solving skills.","Backend Developer position. Looking for 2+ years of experience. Required skills: mongodb, rest api, postgresql, java, sql. Must have strong leadership abilities. Hybrid work. Competitive salary and benefits.",92.36
"Data Scientist with 2 years of experience. Proficient in deep learning, numpy, statistics, python, pytorch. Also skilled in sql, machine learning, pandas. Built multiple projects and worked in agile environment. Strong communication skills.","Data Scientist position. Looking for 6+ years of experience. Required skills: nlp, python, pandas, tensorflow, deep learning, machine learning, statistics, numpy. Must have strong analytical abilities. On-site work. Competitive salary and benefits.",53.84
"Qa Engineer with 5 years of experience. Proficient in selenium, automation, quality assurance, pytest, api testing. Also skilled in testing, junit. Built multiple projects and worked in agile environment. Strong problem-solving skills.","QA Engineer position. Looking for 4+ years of experience. Required skills: pytest, testing, selenium, quality assurance, api testing. Must have strong analytical abilities. On-site work. Competitive salary and benefits.",94.61
"Qa Engineer with 5 years of experience. Proficient in api testing, pytest, testing, cypress, quality assurance. Also skilled in automation, junit, selenium. Built multiple projects and worked in startup environment. Strong problem-solving skills.","QA Engineer position. Looking for 4+ years of experience. Required skills: automation, testing, quality assurance, pytest, cypress, selenium. Must have strong analytical abilities. Hybrid work. Competitive salary and benefits.",92.19
"Qa Engineer with 4 years of experience. Proficient in pytest, selenium, cypress, api testing, testing. Also skilled in automation, quality assurance, junit. Built multiple projects and worked in agile environment. Strong teamwork skills.","QA Engineer position. Looking for 6+ years of experience. Required skills: cypress, quality assurance, automation, pytest, api testing. Must have strong technical abilities. Remote work. Competitive salary and benefits.",80.84
"Qa Engineer with 4 years of experience. Proficient in junit, cypress, automation, api testing, pytest. Also skilled in selenium, testing, quality assurance. Built multiple projects and worked in enterprise environment. Strong communication skills.","QA Engineer position. Looking for 2+ years of experience. Required skills: api testing, cypress, automation, quality assurance, testing. Must have strong leadership abilities. Remote work. Competitive salary and benefits.",93.36
"Data Scientist with 4 years of experience. Proficient in statistics, machine learning, deep learning, pytorch, tensorflow. Also skilled in nlp, numpy. Built multiple projects and worked in startup environment. Strong problem-solving skills.","Data Scientist position. Looking for 6+ years of experience. Required skills: python, pytorch, numpy, sql, statistics, pandas. Must have strong analytical abilities. On-site work. Competitive salary and benefits.",50.54
"Full Stack with 8 years of experience. Proficient in javascript, css, express, react, rest api. Also skilled in node.js, html, mongodb. Built multiple projects and worked in agile environment. Strong communication skills.","Full Stack Developer position. Looking for 5+ years of experience. Required skills: typescript, express, react, css, html. Must have strong leadership abilities. Remote work. Competitive salary and benefits.",80.79
"Data Scientist with 4 years of experience. Proficient in nlp, pytorch, python, sql, tensorflow. Also skilled in machine learning, numpy, statistics, deep learning, pandas. Built multiple projects and worked in startup environment. Strong communication skills.","Data Scientist position. Looking for 3+ years of experience. Required skills: statistics, sql, nlp, pandas, pytorch, deep learning, tensorflow, python. Must have strong technical abilities. Remote work. Competitive salary and benefits.",91.28
"Mobile Developer with 5 years of experience. Proficient in swift, ios, android, kotlin, firebase. Also skilled in flutter, mobile. Built multiple projects and worked in enterprise environment. Strong communication skills.","Mobile Developer position. Looking for 6+ years of experience. Required skills: flutter, mobile, react native, firebase, android, ios. Must have strong technical abilities. Remote work. Competitive salary and benefits.",74.35
"Backend with 7 years of experience. Proficient in node.js, redis, mongodb, java, sql. Also skilled in postgresql, python. Built multiple projects and worked in agile environment. Strong teamwork skills.","Backend Developer position. Looking for 3+ years of experience. Required skills: mongodb, rest api, sql, microservices, node.js. Must have strong leadership abilities. On-site work. Competitive salary and benefits.",67.09
